CID;Meno/Priezvisko;Priezvisko;Tituly;sex;Datum narodenia;PSC;mesto;kraj;Danovy domicil;Stĺpec2;dom2
2005745;Chayenne-Shanelle;Nietzold;;female;2006-01-29;24220;BĂ¶hnhusen;Schleswig-Holstein;AT;2;AT
2000152;Olga;Zumbiel;;female;1991-01-29;39110;Magdeburg;Sachsen-Anhalt;SK;0;SK
2005366;Hermes;Novakov;;male;1970-01-29;14772;Brandenburg an der Havel;Brandenburg;AT;2;AT
2009072;Vidette;Welkert;;female;1967-01-29;23746;Kellenhusen;Schleswig-Holstein;DE;1;DE
2004275;Berrdin;Germershausen;;male;1962-01-29;8340;Schwarzenberg/Erzgebirge;Sachsen;SK;0;SK
2006062;Lienard;Dreyssigacker;;male;1938-01-29;24991;GroĂźsolt;Schleswig-Holstein;DE;1;DE
2003264;Toja;Rasmuss;;female;27-2-1959;17459;Koserow;Mecklenburg-Vorpommern;DE;1;DE
2004666;Florenz;Winterbauer;;female;27-2-1935;89365;RĂ¶fingen;Bayern;AT;2;AT
2007152;Brooklyn;WĂĽrthle;;male;27-2-1922;15518;Briesen (Mark) Briesen (Mark);Brandenburg;AT;2;AT
2004685;Miniel;Stephani;;male;27-2-1991;79650;Schopfheim;Baden-WĂĽrttemberg;AT;2;AT
2010025;Ifeoma;Deych;;female;27-2-1970;99891;Emsetal;ThĂĽringen;AT;2;AT
2007789;ThĂ©odore;Stahlschmitt;;male;1936-02-29;49832;Freren;Niedersachsen;SK;0;SK
2005560;Ivanka;Atmaca;;female;27-2-1927;17419;Garz;Mecklenburg-Vorpommern;SK;0;SK
2003460;Emely-Mia;Wawrzynczok;;female;27-2-2009;55767;Gimbweiler;Rheinland-Pfalz;DE;1;DE
2004410;Cinnamon;BĂĽchmeier;;female;27-2-1977;66887;Elzweiler;Rheinland-Pfalz;AT;2;AT
2002393;Georg;Thoenies;;male;27-2-1974;56244;ArnshĂ¶fen;Rheinland-Pfalz;AT;2;AT
2003450;Vico;Schindlmeier;;male;27-2-1963;54689;Preischeid;Rheinland-Pfalz;SK;0;SK
2003781;Eyup;Weidlein;;male;27-2-1959;19372;Spornitz;Mecklenburg-Vorpommern;AT;2;AT
2009585;Tsung-Wang;Hirskorn;;male;1952-02-29;54310;Minden;Rheinland-Pfalz;DE;1;DE
2005406;Maria-Daria;Hlawatschek;;female;1984-02-29;77886;Lauf;Baden-WĂĽrttemberg;DE;1;DE
2002721;Chaoqing;Bartelmai;;male;27-2-1962;46395;Bocholt;Nordrhein-Westfalen;SK;0;SK
2002944;Drilon;Fesenmeir;;male;27-2-1943;24966;SĂ¶rup;Schleswig-Holstein;DE;1;DE
2004332;Lorenzo;Goroll;;male;2006-03-29;99625;Kleinneuhausen;ThĂĽringen;AT;2;AT
2006264;Sharifa;Roggenbrod;;female;2006-03-29;54552;Boxberg;Rheinland-Pfalz;SK;0;SK
2005423;Swetosar;Seip;;male;1983-03-29;20148;Hamburg Rotherbaum;Hamburg;DE;1;DE
2005512;Sulaf;Ordel;;female;1982-03-29;67822;Kalkofen;Rheinland-Pfalz;DE;1;DE
2002094;BerĂ®van;Jackobasch;;female;1954-03-29;56379;Charlottenberg;Rheinland-Pfalz;SK;0;SK
2008733;Kyler;Mayrhuber;;female;1939-03-29;25524;Heiligenstedten;Schleswig-Holstein;AT;2;AT
2009734;Marijana;Ratzmer;;female;2006-03-29;24794;Borgstedt;Schleswig-Holstein;SK;0;SK
2001491;Maily-Mia;Nareik;;female;1989-03-29;54589;Stadtkyll;Rheinland-Pfalz;AT;2;AT
2006368;Simile;JĂ¤ntzen;;female;1951-03-29;88374;HoĂźkirch;Baden-WĂĽrttemberg;AT;2;AT
2002599;Caroline;KrĂ¶mmer;;female;1946-03-29;7774;FrauenprieĂźnitz;ThĂĽringen;AT;2;AT
2004330;Muhammed-Emin;Kasap;;male;2008-03-29;89079;Ulm;Baden-WĂĽrttemberg;SK;0;SK
2002641;Caya;SchlĂ¶gel;;female;1963-03-29;6543;Pansfelde;Sachsen-Anhalt;AT;2;AT
2009728;Livius;Clausener;;male;1950-03-29;6184;Schkopau Ermlitz;Sachsen-Anhalt;AT;2;AT
2003477;Erdon;Smid;;male;1932-03-29;22045;Hamburg Tonndorf;Hamburg;DE;1;DE
2008051;Pavle;Feuerstack;;male;1931-03-29;97511;LĂĽlsfeld;Bayern;DE;1;DE
2007854;Dillon;Baxter;;male;2006-05-29;38836;Dedeleben;Sachsen-Anhalt;SK;0;SK
2004408;Hilalnur;Kord;;female;1988-05-29;66132;SaarbrĂĽcken;Saarland;DE;1;DE
2003567;Toma;RĂĽger;;male;1968-05-29;49586;Neuenkirchen;Niedersachsen;SK;0;SK
2001961;Nartsisov;Kolarz;;male;1945-05-29;78176;Blumberg;Baden-WĂĽrttemberg;SK;0;SK
2007743;Emil-Louis;Kothmeir;;male;1970-05-29;53229;Bonn;Nordrhein-Westfalen;DE;1;DE
2006044;Marek-Djamil;SchlĂ¶Ăźner;;male;1947-05-29;82067;Kloster SchĂ¤ftlarn;Bayern;AT;2;AT
2008310;Hans-Joachim;Gayer;;male;1946-05-29;88453;Erolzheim;Baden-WĂĽrttemberg;AT;2;AT
2008693;Ä°lkan;Joergen;;male;1944-05-29;18279;Wattmannshagen;Mecklenburg-Vorpommern;AT;2;AT
2002626;Zahir;Bartholemy;;male;1937-05-29;81675;MĂĽnchen;Bayern;AT;2;AT
2008920;Eleftherios;Bausenwein;;male;1938-05-29;38116;Braunschweig;Niedersachsen;DE;1;DE
2008424;Jonah;Kleeh;;male;1937-05-29;54426;Berglicht;Rheinland-Pfalz;AT;2;AT
2004223;Nouhad;Jahnens;;male;2002-06-29;19406;Sternberg;Mecklenburg-Vorpommern;SK;0;SK
2003608;OÄźuz;Peteranderl;;male;2000-06-29;39596;Altenzaun;Sachsen-Anhalt;DE;1;DE
2000998;Bhima;Andriss;;male;1999-06-29;89597;Munderkingen;Baden-WĂĽrttemberg;AT;2;AT
2006305;Rufina;Rolfsmeyer;;female;1984-06-29;99848;Wutha-Farnroda;ThĂĽringen;AT;2;AT
2003845;Amatul-Ali;Lemm;;female;1973-06-29;53177;Bonn;Nordrhein-Westfalen;DE;1;DE
2008999;Angeline;Diedrichs;;female;1971-06-29;19089;Wessin;Mecklenburg-Vorpommern;SK;0;SK
2006393;Bajan;Voelckers;;male;1943-06-29;22113;Hamburg Billstedt;Schleswig-Holstein;AT;2;AT
2004020;Kaplan;Seyffart;;male;1972-06-29;34127;Kassel;Hessen;SK;0;SK
2006287;Marek;MĂĽhlenkort;;male;1971-06-29;66879;Kollweiler;Rheinland-Pfalz;DE;1;DE
2002671;Sari;Breitschwerdt;;male;1949-06-29;10319;Berlin;Berlin;SK;0;SK
2009667;Yamuna;Wener;;female;1936-06-29;26736;KrummhĂ¶rn Visquard;Niedersachsen;SK;0;SK
2008645;Momoh;Herberding;;male;27-02-2002;15907;LĂĽbben (Spreewald);Brandenburg;DE;1;DE
2006851;Tysen;Filippi;;male;27-02-2001;38239;Salzgitter Watenstedt;Niedersachsen;AT;2;AT
2000445;Soleil;Spengler;;male;27-02-1999;74426;BĂĽhlerzell;Baden-WĂĽrttemberg;AT;2;AT
2007145;Jorge;Anspach;;male;27-02-1998;16306;Luckow-Petershagen;Brandenburg;SK;0;SK
2004153;Munk-Ariun;Schlegemilch;;male;27-02-1997;95362;Kupferberg;Bayern;SK;0;SK
2000507;Naelle;Ă–zer;;female;27-02-1991;26386;Wilhelmshaven;Niedersachsen;AT;2;AT
2007616;Bowie;Alfaenger;;female;27-02-1989;50829;KĂ¶ln;Nordrhein-Westfalen;SK;0;SK
2009081;Nikos;Kloose;;male;27-02-1981;91564;Neuendettelsau;Bayern;DE;1;DE
2000697;Eila;Doleschel;;female;27-02-1978;65830;Kriftel;Hessen;SK;0;SK
2002547;Feliyah-Nur;Borghans;;female;27-02-1971;18059;Rostock;Mecklenburg-Vorpommern;AT;2;AT
2007690;Yoona;Mayer;;female;27-02-1966;25980;Westerland;Schleswig-Holstein;AT;2;AT
2002369;Nelle;Weinholzner;;female;27-02-1965;29482;KĂĽsten;Niedersachsen;AT;2;AT
2008050;Zan;Jablonskyj;;male;27-02-1958;19260;Bennin;Mecklenburg-Vorpommern;SK;0;SK
2007084;Adole;Kriegbaum;;male;27-02-1953;18519;Miltzow;Mecklenburg-Vorpommern;SK;0;SK
2009309;Shyheim;Gierhard;;male;27-02-1947;18469;Velgast;Mecklenburg-Vorpommern;DE;1;DE
2004010;Janelle;von Teuffel;;female;27-02-1945;23942;PĂ¶tenitz;Mecklenburg-Vorpommern;SK;0;SK
2000837;Mekail;Birnbaum;;male;27-02-1937;85293;Reichertshausen;Bayern;DE;1;DE
2004707;Eda-Nur;UnterkĂ¶tter;;female;27-02-1933;4936;Ă–lsig;Brandenburg;SK;0;SK
2003725;Collien;Lindenmeyer;;female;27-02-1931;36329;Romrod;Hessen;AT;2;AT
2006235;Eddy;Heinecken;;male;27-02-1927;14728;KleĂźen-GĂ¶rne;Brandenburg;AT;2;AT
2000987;Kwei;BaldĂźuhn;;male;27-02-1927;94439;RoĂźbach;Bayern;DE;1;DE
2008005;Miro;Steinnes;;male;27-02-1922;23898;Sandesneben;Schleswig-Holstein;SK;0;SK
2006886;Govinda;Baumgart;;male;2002-05-28;1877;SchmĂ¶lln-Putzkau;Sachsen;SK;0;SK
2005266;Stasia;Adaemmer;;female;1988-05-28;75233;Tiefenbronn;Baden-WĂĽrttemberg;DE;1;DE
2009605;Birgit;Mayrl;;female;1986-05-28;39596;Baben;Sachsen-Anhalt;SK;0;SK
2007519;Bynum;Scheunert;;female;1985-05-28;57520;GrĂĽnebach;Rheinland-Pfalz;DE;1;DE
2008192;Abu;Gottaut;;male;1978-05-28;54441;Wawern;Rheinland-Pfalz;SK;0;SK
2001802;Maddy;MĂĽlders;;female;1972-05-28;53902;Bad MĂĽnstereifel;Nordrhein-Westfalen;DE;1;DE
2006862;HÄ;Oezdogan;;female;1951-05-28;22147;Hamburg Rahlstedt;Hamburg;AT;2;AT
2008539;NhiĂŞn;HĂ¤usner;;female;1934-05-28;55595;Gutenberg;Rheinland-Pfalz;DE;1;DE
2000887;Jenifer;Cuntze;;female;1924-05-28;60313;Frankfurt am Main;Hessen;AT;2;AT
2003298;Jahangir;Groiss;;male;1953-01-28;56858;WĂĽrrich;Rheinland-Pfalz;SK;0;SK
2003578;Wandia;Krausemann;;female;1953-01-28;54558;Saxler;Rheinland-Pfalz;AT;2;AT
2004082;Nea-Sade;Suer;;female;1987-01-28;6917;Jessen (Elster) MĂĽgeln;Sachsen-Anhalt;SK;0;SK
2002315;Fabricio;Klauhs;;male;1943-01-28;17390;Schmatzin;Mecklenburg-Vorpommern;DE;1;DE
2008365;Severinova;Blumenstengel;;female;1920-01-28;56346;Sankt Goarshausen;Rheinland-Pfalz;SK;0;SK
2008358;Abanob;Wienholt;;male;2009-01-28;54343;FĂ¶hren;Rheinland-Pfalz;SK;0;SK
2000847;Mewes;Doganlar;;male;1990-01-28;44137;Dortmund;Nordrhein-Westfalen;SK;0;SK
2003200;Mati;Johst;;male;1981-01-28;39606;Ballerstedt;Sachsen-Anhalt;AT;2;AT
2008807;Neelah;Scholtisseck;;female;1953-01-28;49832;Andervenne;Niedersachsen;DE;1;DE
2009076;Belgin;Volckert;;female;1950-01-28;63828;Kleinkahl;Bayern;SK;0;SK
2001664;Spirou;Eberty;;male;1940-01-28;24782;Rickert;Schleswig-Holstein;SK;0;SK
2003862;Elinja;Kaufler;;female;2009-02-28;24211;KĂĽhren;Schleswig-Holstein;SK;0;SK
2008445;Landolin;Geysen;;male;2006-02-28;56850;Enkirch;Rheinland-Pfalz;AT;2;AT
2005965;Dilsher;Brant;;male;2004-02-28;51069;KĂ¶ln;Nordrhein-Westfalen;SK;0;SK
2000619;Kathalina;NilĂźen;;female;1997-02-28;25588;Mehlbek;Schleswig-Holstein;DE;1;DE
2008223;Minza;Braendel;;female;1984-02-28;22927;GroĂźhansdorf;Schleswig-Holstein;SK;0;SK
2006409;EloĂŻse;Culencord;;female;1959-02-28;38838;Schlanstedt;Sachsen-Anhalt;DE;1;DE
2000264;Marc-Andre;TĂ¶pner;;male;1953-02-28;83083;Riedering;Bayern;AT;2;AT
2006536;Kaixin;Schroder;;male;1947-02-28;92281;KĂ¶nigstein;Bayern;SK;0;SK
2008656;SĂˇra;Schadschneider;;female;1936-02-28;75443;Ă–tisheim;Baden-WĂĽrttemberg;DE;1;DE
2007514;Sidia;Peltzer;;female;1925-02-28;56357;Berg;Rheinland-Pfalz;DE;1;DE
2008075;JĂ¶rg;Wolfschmidt;;male;1943-02-28;66989;Petersberg;Rheinland-Pfalz;AT;2;AT
2003342;Fee;Festor;;female;1998-02-28;16775;GroĂźwoltersdorf;Brandenburg;SK;0;SK
2007105;Song;Kolodseiczik;;female;1978-02-28;66904;BĂ¶rsborn;Rheinland-Pfalz;AT;2;AT
2002359;NghÄ©a;Klinkert;;male;1974-02-28;74429;Sulzbach-Laufen;Baden-WĂĽrttemberg;DE;1;DE
2003108;Junis;Gottschield;;male;1973-02-28;54470;Graach;Rheinland-Pfalz;SK;0;SK
2008360;Lieke;Zahn;;female;1956-02-28;15757;LĂ¶pten;Brandenburg;DE;1;DE
2005284;Arwen;Meyerkort;;female;1937-02-28;3222;Kittlitz;Brandenburg;SK;0;SK
2001207;Uejs;Malkemus;;male;1920-02-28;25355;Barmstedt;Schleswig-Holstein;AT;2;AT
2000267;Tonatiuh;Sengle;;male;1999-02-28;47929;Grefrath;Nordrhein-Westfalen;AT;2;AT
2006681;Kyazim;KĂ¶per;;male;1988-02-28;82541;MĂĽnsing;Bayern;AT;2;AT
2009342;Jessica;GuddaĂź;;female;1936-02-28;29416;ChĂĽden;Sachsen-Anhalt;DE;1;DE
2001514;Nuo;Streith;;male;1994-03-28;8344;GrĂĽnhain;Sachsen;AT;2;AT
2009359;Jesaija;Clingen;;male;1930-03-28;91353;Hausen;Bayern;SK;0;SK
2008911;KháşŻc;Heringslake;;male;1992-03-28;48720;Rosendahl;Nordrhein-Westfalen;SK;0;SK
2008983;Ilaf;Kornmeyer;;male;1988-03-28;13407;Berlin;Berlin;AT;2;AT
2003938;TamerlanoviÄŤ;Kaufels;;male;1972-03-28;37351;Kreuzebra;ThĂĽringen;AT;2;AT
2009243;Sven;BĂ¶nisch;;male;1942-03-28;39606;Erxleben;Sachsen-Anhalt;AT;2;AT
2005116;Krane;van der Weyden;;female;1923-03-28;86707;KĂĽhlenthal;Bayern;AT;2;AT
2009891;Ronen;Huecke;;male;1920-03-28;94575;Windorf;Bayern;SK;0;SK
2004137;Marty;Rolfers;;male;2005-03-28;25889;Witzwort;Schleswig-Holstein;AT;2;AT
2003231;Lauin;Kemmer;;male;2004-03-28;67596;Dittelsheim-HeĂźloch;Rheinland-Pfalz;SK;0;SK
2009100;Nayomi;ZĂ¶rrgiebel;;female;1960-03-28;91330;Eggolsheim;Bayern;DE;1;DE
2002537;Beliz;GĂ¶ttel;;female;1950-03-28;18225;KĂĽhlungsborn;Mecklenburg-Vorpommern;SK;0;SK
2004133;Katerina;Arnoldy;;female;1931-03-28;76835;Roschbach;Rheinland-Pfalz;DE;1;DE
2003158;Davy;Diethrich;;male;1974-05-28;4758;Cavertitz;Sachsen;SK;0;SK
2009794;Nara;Bayrakdar;;female;1969-05-28;24975;MaasbĂĽll;Schleswig-Holstein;AT;2;AT
2006355;Jorden;Hausser;;male;1963-05-28;74193;Schwaigern;Baden-WĂĽrttemberg;AT;2;AT
2008064;Telsa;Mozkus;;female;1963-05-28;9217;BurgstĂ¤dt;Sachsen;DE;1;DE
2008120;Defne;ThĂ¶nnesen;;female;1959-05-28;63933;MĂ¶nchberg;Bayern;DE;1;DE
2005269;Mariia;KanngieĂźer;;female;1952-05-28;92699;Irchenrieth;Bayern;SK;0;SK
2003765;Nakija;Soytekin;;female;1951-05-28;24534;NeumĂĽnster;Schleswig-Holstein;SK;0;SK
2001742;Djamila-Sophie;Mikasch;;female;1935-05-28;56767;Mosbruch;Rheinland-Pfalz;SK;0;SK
2006058;Priscilla;Luksemburg;;female;1928-05-28;31634;Steimbke Wendenborstel;Niedersachsen;AT;2;AT
2008270;Vidya-Devi;Bultschnieder;;female;1988-05-28;90408;NĂĽrnberg;Bayern;SK;0;SK
2009469;Czeslaw;Johnick;;male;1985-05-28;85411;Hohenkammer;Bayern;DE;1;DE
2000604;Fritze;Jensens;;male;1943-05-28;24217;Krummbek;Schleswig-Holstein;SK;0;SK
2002270;Melina-Sophie;Maciejowski;;female;1943-05-28;9232;Hartmannsdorf;Sachsen;SK;0;SK
2005780;Jhay;SchmidjĂ¶rg;;male;1931-05-28;82386;Oberhausen;Bayern;DE;1;DE
2000131;Milio;Scharfenort;;male;1929-05-28;4916;Werchau;Brandenburg;SK;0;SK
2005134;Emran;Feitz;;male;1988-05-28;74391;Erligheim;Baden-WĂĽrttemberg;SK;0;SK
2003871;Mirelle;Schmiedecke;;female;1986-05-28;99441;Kromsdorf;ThĂĽringen;SK;0;SK
2009857;Zaya;Baehr;;female;1982-05-28;76889;Barbelroth;Rheinland-Pfalz;DE;1;DE
2006156;Heidi;Barthelmey;;female;1976-05-28;26489;Ochtersum Ostochtersum;Niedersachsen;DE;1;DE
2006746;Rudie;Buschhueter;;female;1971-05-28;55776;Rohrbach;Rheinland-Pfalz;AT;2;AT
2002236;Lirend;Bendix;;male;1935-05-28;67757;Kreimbach-Kaulbach;Rheinland-Pfalz;AT;2;AT
2005682;Morgan;Sebeck;;female;1993-06-28;22880;Wedel;Schleswig-Holstein;AT;2;AT
2005572;Rabieh;Heintzen;;male;1982-06-28;38373;SĂĽpplingen;Niedersachsen;DE;1;DE
2006808;Musa;Kohlschmitt;;male;1935-06-28;40468;DĂĽsseldorf;Nordrhein-Westfalen;AT;2;AT
2009969;Hadisha;KĂ¶rstgens;;female;1929-06-28;84339;Unterdietfurt;Bayern;DE;1;DE
2009322;Ingeborg;Schniedermeyer;;female;1997-06-28;6712;Bornitz;Sachsen-Anhalt;SK;0;SK
2003537;Yvette;Listemann;;female;1992-06-28;23883;Horst;Schleswig-Holstein;SK;0;SK
2001395;Beate;Pieper;;female;1989-06-28;63571;Gelnhausen;Hessen;AT;2;AT
2004135;Hristo;Grundel;;male;1987-06-28;42781;Haan;Nordrhein-Westfalen;DE;1;DE
2008812;Alex;Kazimirowicz;;male;1955-06-28;51491;Overath;Nordrhein-Westfalen;AT;2;AT
2004444;Henriette;Lamberds;;female;1942-06-28;84333;Malgersdorf;Bayern;SK;0;SK
2002465;Ejsan;Schyma;;female;1932-06-28;88149;Nonnenhorn;Bayern;DE;1;DE
2002063;Belisar;Wellenbring;;male;1997-05-27;14776;Brandenburg an der Havel;Brandenburg;SK;0;SK
2005714;Yutian;Klingelschmitt;;female;1976-05-27;56291;Norath;Rheinland-Pfalz;SK;0;SK
2006767;Melik;SchwĂ¤rtzel;;male;1956-05-27;93476;Blaibach;Bayern;SK;0;SK
2000252;Jumah;Ginters;;male;1931-05-27;38899;Stiege;Sachsen-Anhalt;SK;0;SK
2006711;Myrto;Baltrusaitis;;female;1931-05-27;56379;Oberwies;Rheinland-Pfalz;SK;0;SK
2006564;Lucia;Hillbrandt;;male;1926-05-27;37632;Holzen;Niedersachsen;SK;0;SK
2005142;Liese;Sawatzki;;female;2005-01-27;19372;Ziegendorf;Mecklenburg-Vorpommern;SK;0;SK
2004870;MarilĂą;Wackenhuth;;female;1958-01-27;76476;Bischweier;Baden-WĂĽrttemberg;DE;1;DE
2004686;Tan-Minh;Siebenmarck;;male;1948-01-27;92436;Bruck in der Oberpfalz;Bayern;AT;2;AT
2008322;Jannay;Firnkorn;;male;1948-01-27;54314;Paschel;Rheinland-Pfalz;SK;0;SK
2002816;Boakye;Claespeter;;male;2006-01-27;19205;Dragun;Mecklenburg-Vorpommern;AT;2;AT
2000690;NataĹźa;Schwerdtfeger;;female;2003-01-27;68804;AltluĂźheim;Baden-WĂĽrttemberg;SK;0;SK
2003919;Lisbet;Suabedissen;;female;1978-01-27;24879;Neuberend;Schleswig-Holstein;AT;2;AT
2007815;Selim;Grohte;;male;1978-01-27;24306;Lebrade;Schleswig-Holstein;DE;1;DE
2001652;Lorijon;Ullschmied;;male;1968-01-27;29413;Neuekrug;Sachsen-Anhalt;AT;2;AT
2000435;Noya;Hassenfratz;;female;1935-01-27;64395;Brensbach;Hessen;DE;1;DE
2002028;Noe;Staigmiller;;male;1922-01-27;96361;Steinbach am Wald;Bayern;DE;1;DE
2004351;ViggĂł;Engelbreit;;male;1995-01-27;15890;Siehdichum Pohlitz;Brandenburg;DE;1;DE
2001717;Aleix;Milkoreit;;male;1985-01-27;23619;MĂ¶nkhagen;Schleswig-Holstein;DE;1;DE
2001682;Nyameye;Berty;;male;1959-01-27;22605;Hamburg GroĂź Flottbek;Hamburg;SK;0;SK
2006549;Frieda-Lou;Mosbach;;female;1929-02-27;54619;Leidenborn;Rheinland-Pfalz;AT;2;AT
2007708;Mizgin;Bartholomae;;female;1929-02-27;17209;Priborn;Mecklenburg-Vorpommern;SK;0;SK
2001929;Konstantinovna;Candidus;;female;1958-02-27;26676;BarĂźel;Niedersachsen;DE;1;DE
2002458;Marietou;GroĂźklags;;female;1954-02-27;3238;MĂĽnchhausen;Brandenburg;SK;0;SK
2005561;Meite;GrĂ¶nweg;;female;1953-02-27;25712;GroĂźenrade;Schleswig-Holstein;SK;0;SK
2008638;Seid;Ueberfeld;;male;1924-02-27;84333;Malgersdorf;Bayern;AT;2;AT
2009146;Annah;Waidmann;;female;2005-02-27;6493;Neudorf;Sachsen-Anhalt;DE;1;DE
2006210;Jens;Sitzer;;male;1993-02-27;38173;Evessen;Niedersachsen;DE;1;DE
2005984;Trudi;Schafknecht;;female;1983-02-27;31556;WĂ¶lpinghausen WiedenbrĂĽgge;Niedersachsen;DE;1;DE
2008386;Nesibe;GriĂźhaber;;female;1980-02-27;86576;Schiltberg;Bayern;SK;0;SK
2008309;Caia;Petrig;;female;1946-02-27;14542;Schwielowsee;Brandenburg;DE;1;DE
2004414;Nathaniel;Reynert;;male;1924-02-27;21514;Roseburg;Schleswig-Holstein;DE;1;DE
2005161;Dhalami;Weisleder;;female;1977-02-27;18581;Putbus;Mecklenburg-Vorpommern;AT;2;AT
2002936;Hayden;GĂĽtlin;;female;1971-02-27;6917;Jessen (Elster) Mark Zwuschen;Sachsen-Anhalt;AT;2;AT
2004475;Minilik;Rosenstihl;;male;1968-02-27;53842;Troisdorf;Nordrhein-Westfalen;DE;1;DE
2005569;Yesutor;Ullmeyer;;male;1948-02-27;89150;Laichingen Machtolsheim;Baden-WĂĽrttemberg;DE;1;DE
2002407;Marigo;Willczek;;female;1923-02-27;66773;Schwalbach;Saarland;DE;1;DE
2003112;NataČ™a;Domaser;;female;1920-02-27;1936;Schwepnitz;Sachsen;AT;2;AT
2005983;Chaula;StĂĽmpel;;female;1920-02-27;7554;Bethenhausen;ThĂĽringen;DE;1;DE
2008144;AmadĂ©;Raimann;;male;2008-03-27;98693;Martinroda;ThĂĽringen;SK;0;SK
2005945;Semi;Breid;;male;1986-03-27;99986;Oppershausen;ThĂĽringen;AT;2;AT
2001606;Rittal;Schuhmeyer;;female;1973-03-27;83679;Sachsenkam;Bayern;DE;1;DE
2006665;Balamir;ClaeĂźen;;male;1966-03-27;94369;Rain;Bayern;DE;1;DE
2009693;Christoph;Overheidt;;male;2000-03-27;72581;Dettingen an der Erms;Baden-WĂĽrttemberg;DE;1;DE
2004711;Jonne;Prochazka;;female;1957-03-27;57642;Alpenrod;Rheinland-Pfalz;AT;2;AT
2003542;Zulfikar;Katter;;male;1948-03-27;86877;Walkertshofen;Bayern;SK;0;SK
2000696;Zivan;Jameson;;male;1940-03-27;21227;Bendestorf;Niedersachsen;AT;2;AT
2000144;Florijan;Alert;;male;1923-03-27;40591;DĂĽsseldorf;Nordrhein-Westfalen;SK;0;SK
2003671;DoÄźu;ThieĂź;;male;2007-03-27;99826;Lauterbach;ThĂĽringen;AT;2;AT
2006280;Kaima;von Karstedt;;female;1997-03-27;90602;Pyrbaum;Bayern;AT;2;AT
2005869;Samora;HĂĽke;;female;1976-03-27;24884;Selk;Schleswig-Holstein;DE;1;DE
2009652;Inan;BrunnenmĂĽller;;male;1938-03-27;1945;Schwarzbach;Brandenburg;DE;1;DE
2005118;Tsvetanova;Ă–zay;;female;1935-03-27;54533;OberĂ¶fflingen;Rheinland-Pfalz;DE;1;DE
2000876;Massogbe;GroĂźmeier;;female;1932-03-27;4639;GĂ¶Ăźnitz;ThĂĽringen;AT;2;AT
2009882;Lucila;Rodermehl;;female;2002-05-27;53506;Kesseling;Rheinland-Pfalz;SK;0;SK
2006842;Temitayo;Ladwig;;female;1978-05-27;31691;Helpsen SĂĽdhorsten;Niedersachsen;DE;1;DE
2003180;Jahawi;Massmeier;;female;1966-05-27;89176;Asselfingen;Baden-WĂĽrttemberg;AT;2;AT
2003259;Sukrit;Klingmeier;;male;1965-05-27;24143;Kiel;Schleswig-Holstein;AT;2;AT
2006076;HĂĽmeyra;Kuchenbrot;;female;1920-05-27;1773;Altenberg;Sachsen;AT;2;AT
2004559;Salima;Schlothauer;;female;2008-05-27;31867;HĂĽlsede HĂĽlsede;Niedersachsen;DE;1;DE
2007739;Wandong;Streidl;;female;1981-05-27;49456;Bakum;Niedersachsen;DE;1;DE
2001542;Nia;Ecevit;;female;1975-05-27;6507;GĂĽntersberge;Sachsen-Anhalt;DE;1;DE
2005097;Amaris;Niedernhuber;;female;1971-05-27;54570;Schutz;Rheinland-Pfalz;DE;1;DE
2008264;Byencit;Makovska;;female;1942-05-27;7989;Teichwolframsdorf;ThĂĽringen;DE;1;DE
2004255;Jayden-Luis;Henderkes;;male;1937-05-27;48480;Spelle;Niedersachsen;AT;2;AT
2006307;Hansel;Noelleke;;male;2002-05-27;1994;Schipkau Drochow;Brandenburg;SK;0;SK
2006506;Hellen;Schmiedmann;;female;1990-05-27;39606;Osterburg;Sachsen-Anhalt;SK;0;SK
2006423;Semaya;Jungnickl;;female;1986-05-27;29699;Bomlitz;Niedersachsen;DE;1;DE
2004909;Tabassum;MĂ¤lchers;;female;1946-05-27;39291;Lostau;Sachsen-Anhalt;DE;1;DE
2008683;Reme;Guntert;;male;1944-05-27;1723;Wilsdruff;Sachsen;DE;1;DE
2009028;Amaar;Helbich;;female;1937-05-27;15938;Steinreich;Brandenburg;AT;2;AT
2003508;Lyana;Schmittknecht;;female;1991-06-27;55595;Braunweiler;Rheinland-Pfalz;SK;0;SK
2001274;Rohan;Langhanns;;male;1956-06-27;17509;Katzow;Mecklenburg-Vorpommern;SK;0;SK
2009500;Amali;StrĂ¤Ăźer;;female;1955-06-27;39435;Schneidlingen;Sachsen-Anhalt;SK;0;SK
2002504;Selma;Lindmeyer;;female;1951-06-27;92256;Hahnbach;Bayern;DE;1;DE
2002594;Djuliya;Topal;;female;1945-06-27;24376;Rabel;Schleswig-Holstein;DE;1;DE
2005553;Rosario;PrĂ¶pstl;;male;1929-06-27;1067;Dresden Innere Altstadt;Sachsen;SK;0;SK
2008648;Anthy;KĂĽhnemundt;;female;2008-06-27;6536;Dietersdorf;Sachsen-Anhalt;DE;1;DE
2004928;Alissa;Sorokina;;female;1933-06-27;7985;Elsterberg;Sachsen;SK;0;SK
2009506;Tanisha;Wanitscheck;;female;1986-05-26;64668;Rimbach;Hessen;AT;2;AT
2008924;Are;Harmling;;male;1981-05-26;21493;Basthorst;Schleswig-Holstein;SK;0;SK
2004975;Yasha;Weyhrauch;;male;1969-05-26;98646;Siegritz;ThĂĽringen;AT;2;AT
